id,price_doc
30474,5279425.5
30475,8253310.0
30476,5222594.0
30477,5752882.5
30478,4991651.0
30479,9354988.0
30480,4199147.0
30481,4221339.5
30482,4629833.0
30483,4757456.0
30484,6246005.5
30485,4944622.0
30486,3562553.75
30487,3876142.0
30488,6063807.5
30489,6122480.5
30490,22450232.0
30491,19866720.0
30492,5746238.0
30493,13435436.0
30494,6816435.0
30495,10263874.0
30496,8334775.0
30497,8279153.0
30498,4515544.0
30499,8142684.5
30500,11047458.0
30501,6767671.5
30502,3214052.75
30503,6668471.5
30504,5605680.5
30505,10746566.0
30506,3432046.25
30507,4743291.0
30508,5272357.5
30509,7413374.5
30510,9194914.0
30511,6537457.0
30512,6148263.0
30513,4245803.5
30514,3618648.5
30515,9676918.0
30516,5766547.0
30517,11100168.0
30518,8519710.0
30519,4418835.5
30520,6844784.0
30521,6057512.0
30522,7487968.0
30523,6353231.0
30524,10330656.0
30525,11628376.0
30526,4946336.0
30527,4829298.5
30528,6787688.5
30529,6695269.0
30530,6169792.5
30531,14316088.0
30532,4855660.5
30533,10658078.0
30534,6539464.5
30535,9488530.0
30536,5823684.5
30537,11309712.0
30538,4769806.0
30539,8349015.0
30540,9571516.0
30541,5917833.5
30542,2221533.75
30543,5501732.0
30544,6666050.0
30545,8352507.0
30546,4146274.25
30547,9761728.0
30548,4504646.0
30549,5084407.0
30550,11929410.0
30551,5146856.0
30552,1926335.5
30553,7581374.0
30554,10954608.0
30555,6161889.0
30556,8993004.0
30557,7382506.0
30558,9403924.0
30559,6281177.5
30560,6236178.5
30561,6726965.5
30562,12305410.0
30563,4856288.5
30564,7085624.0
30565,6518276.5
30566,6892253.0
30567,2077258.375
30568,9567148.0
30569,9885716.0
30570,6639592.0
30571,7470379.0
30572,4825687.5
30573,6473935.5
30574,6092471.5
30575,7548679.5
30576,4811392.0
30577,4092195.75
30578,3359006.25
30579,6865657.0
30580,4526066.5
30581,5428305.5
30582,12373428.0
30583,6795976.0
30584,4231240.5
30585,2452791.5
30586,9354926.0
30587,5611833.0
30588,7649229.0
30589,7098300.0
30590,12140038.0
30591,5267292.0
30592,6282036.0
30593,7913130.0
30594,6481422.5
30595,5576803.5
30596,6571210.0
30597,6473935.5
30598,9465414.0
30599,10524146.0
30600,4745724.0
30601,5878233.5
30602,1794153.375
30603,11980228.0
30604,4494338.5
30605,6745736.0
30606,26161012.0
30607,6607860.5
30608,8573778.0
30609,6115205.0
30610,3085809.5
30611,5314442.0
30612,6988012.0
30613,8727326.0
30614,16460760.0
30615,7294324.0
30616,5444082.5
30617,9087686.0
30618,4800459.5
30619,4155419.25
30620,2716020.25
30621,8845368.0
30622,7558805.0
30623,6162385.0
30624,6848781.0
30625,8020322.5
30626,6125924.0
30627,7172635.5
30628,6417180.0
30629,5246388.5
30630,4621211.0
30631,6082791.5
30632,4021594.5
30633,5724639.0
30634,11240484.0
30635,9571516.0
30636,5152808.5
30637,9565150.0
30638,5931051.0
30639,7553535.0
30640,4631483.0
30641,8042869.5
30642,6411271.5
30643,7646448.0
30644,9465414.0
30645,7150667.0
30646,5164039.5
30647,4683115.0
30648,24174904.0
30649,2101868.75
30650,4937534.0
30651,3540248.0
30652,4519035.5
30653,7103629.0
30654,4266877.0
30655,12995756.0
30656,3936926.25
30657,6271577.0
30658,11658462.0
30659,4711133.5
30660,8251945.5
30661,6622874.5
30662,8367542.0
30663,15417108.0
30664,11913292.0
30665,6055560.0
30666,2643858.75
30667,4110378.75
30668,9083816.0
30669,4762946.0
30670,2450427.5
30671,7204237.5
30672,16331258.0
30673,10206548.0
30674,11756652.0
30675,2221533.75
30676,6624862.5
30677,4003895.25
30678,18931868.0
30679,5662093.0
30680,5023555.0
30681,2467058.5
30682,8662636.0
30683,9534112.0
30684,4684924.5
30685,7449051.5
30686,9608824.0
30687,5032362.5
30688,4397030.5
30689,13115672.0
30690,26153968.0
30691,4370065.0
30692,6061188.5
30693,11144402.0
30694,5502548.5
30695,7020274.5
30696,6644564.5
30697,11863288.0
30698,7686802.5
30699,5856208.0
30700,4884474.0
30701,9465414.0
30702,6012755.5
30703,3769178.0
30704,11566098.0
30705,8775222.0
30706,23363914.0
30707,3646681.0
30708,13261596.0
30709,5937142.5
30710,6563105.0
30711,4513538.5
30712,4018519.5
30713,6295495.0
30714,7063214.0
30715,3911822.0
30716,9534112.0
30717,5892882.5
30718,7951837.0
30719,14510590.0
30720,7284196.5
30721,4453159.0
30722,7056925.5
30723,6001169.5
30724,11967818.0
30725,6851823.5
30726,11354552.0
30727,9676918.0
30728,11801418.0
30729,3466603.75
30730,6306362.0
30731,6375015.5
30732,4413459.5
30733,9471218.0
30734,6898976.5
30735,5462333.5
30736,5341306.0
30737,6505144.5
30738,5913965.5
30739,4221459.0
30740,6805659.5
30741,11390328.0
30742,4105389.25
30743,4971236.0
30744,9440240.0
30745,6855655.5
30746,5659504.5
30747,13625990.0
30748,17040030.0
30749,4656406.5
30750,6498896.0
30751,3149147.0
30752,7404841.5
30753,9756796.0
30754,5381233.0
30755,5131078.0
30756,5961581.0
30757,5237169.0
30758,10459360.0
30759,6030146.0
30760,4948377.0
30761,9944142.0
30762,6799039.0
30763,12024298.0
30764,6034736.5
30765,5912475.5
30766,3478155.25
30767,9688824.0
30768,4315682.5
30769,6894025.0
30770,6013124.0
30771,3010026.5
30772,8145735.5
30773,8195001.5
30774,5551921.0
30775,12059074.0
30776,5893364.0
30777,6229394.0
30778,8944930.0
30779,6528969.0
30780,7405214.0
30781,6497276.5
30782,5265093.0
30783,5591999.0
30784,3593810.0
30785,5211638.5
30786,4203323.5
30787,6104744.0
30788,5697981.5
30789,7429724.5
30790,6286681.5
30791,9989510.0
30792,7006707.0
30793,11850122.0
30794,13830160.0
30795,11237856.0
30796,12023234.0
30797,14627116.0
30798,2590102.25
30799,10530742.0
30800,12991568.0
30801,6133641.0
30802,19620352.0
30803,2682017.5
30804,3537476.75
30805,14861928.0
30806,6937246.5
30807,5943705.5
30808,10337778.0
30809,4868441.0
30810,11087092.0
30811,4397715.5
30812,5359789.5
30813,5130884.5
30814,2495649.25
30815,3793561.75
30816,7840833.0
30817,1878492.0
30818,7565924.5
30819,7593728.0
30820,4982702.0
30821,23310660.0
30822,8524066.0
30823,7122924.5
30824,3537203.0
30825,5321573.5
30826,10338896.0
30827,5537911.0
30828,5774100.5
30829,5336819.5
30830,8730378.0
30831,6464358.5
30832,5862318.5
30833,4874929.0
30834,4156750.25
30835,7721154.5
30836,6724286.5
30837,5071117.5
30838,4495493.5
30839,5893877.5
30840,10888450.0
30841,10987514.0
30842,7186391.0
30843,5234285.5
30844,6526121.0
30845,8914454.0
30846,4229009.5
30847,5801680.0
30848,8441390.0
30849,4316695.5
30850,3947223.75
30851,4929546.5
30852,6388506.5
30853,4327982.0
30854,5674715.5
30855,7604172.5
30856,8326657.0
30857,2309926.5
30858,4214070.0
30859,5900820.0
30860,5769270.0
30861,8822026.0
30862,6412106.0
30863,5475733.0
30864,6136775.0
30865,9904864.0
30866,7136122.0
30867,5849402.0
30868,8274872.0
30869,5692296.5
30870,5193084.0
30871,7998276.0
30872,4756397.5
30873,3656255.0
30874,4747653.0
30875,6807059.0
30876,4811311.5
30877,10235622.0
30878,5472618.0
30879,10857874.0
30880,6306703.5
30881,1807256.375
30882,11698302.0
30883,3582136.75
30884,5595817.0
30885,5161737.0
30886,7455362.5
30887,5548025.5
30888,4259310.0
30889,5025865.5
30890,7112011.5
30891,3361591.75
30892,3478155.25
30893,4199147.0
30894,5392868.5
30895,4104858.5
30896,6069956.5
30897,7754268.0
30898,6773554.5
30899,6515973.5
30900,3268564.25
30901,6466420.0
30902,1988802.375
30903,6625240.0
30904,7844872.0
30905,5552354.0
30906,6326266.5
30907,11806998.0
30908,4014044.5
30909,12797072.0
30910,7006342.0
30911,4124464.0
30912,6350727.0
30913,19174514.0
30914,6061090.0
30915,7610968.5
30916,5457644.5
30917,8454784.0
30918,6687553.0
30919,5064717.0
30920,4892327.5
30921,3805568.0
30922,5605807.0
30923,3227901.75
30924,5161200.5
30925,13677176.0
30926,6400881.5
30927,7515119.5
30928,4542419.5
30929,5161200.5
30930,9859312.0
30931,10634888.0
30932,4931635.5
30933,4450799.5
30934,13118904.0
30935,6729962.0
30936,6966455.0
30937,8914844.0
30938,4198149.5
30939,9112070.0
30940,6385799.5
30941,6254142.5
30942,3421099.5
30943,6544772.5
30944,4879448.5
30945,3665303.0
30946,13039538.0
30947,6709337.5
30948,8220830.5
30949,6214309.5
30950,5946029.5
30951,16617912.0
30952,7617736.0
30953,9655430.0
