id,price_doc
30474,5307573.5
30475,7812231.0
30476,5382536.5
30477,5549224.5
30478,5063485.0
30479,8695336.0
30480,4328472.0
30481,3953262.25
30482,4568424.0
30483,4651901.5
30484,6822852.5
30485,4973669.5
30486,3761950.0
30487,3771981.5
30488,5691003.0
30489,5708349.0
30490,21452034.0
30491,19515200.0
30492,5483758.5
30493,14051926.0
30494,6774613.0
30495,10873516.0
30496,8850010.0
30497,8443616.0
30498,4374625.0
30499,8061240.5
30500,11202376.0
30501,6701642.0
30502,3188260.25
30503,6307731.0
30504,5784470.5
30505,11412490.0
30506,3350084.75
30507,4579216.5
30508,5050426.5
30509,7599226.5
30510,9413194.0
30511,6310236.0
30512,6474519.5
30513,4196959.0
30514,3914987.0
30515,9487932.0
30516,5756990.5
30517,10822708.0
30518,7992054.5
30519,4471434.5
30520,7222858.5
30521,5825890.0
30522,7448099.0
30523,6038369.0
30524,10527134.0
30525,10382930.0
30526,4916195.5
30527,4935897.5
30528,6765230.5
30529,6313002.0
30530,6165331.5
30531,13772676.0
30532,4617674.5
30533,9521370.0
30534,6626578.0
30535,9506766.0
30536,5367432.0
30537,11726850.0
30538,5316128.0
30539,9584466.0
30540,9588272.0
30541,6192558.5
30542,2001828.25
30543,5706032.5
30544,6834281.0
30545,7821321.5
30546,4110262.0
30547,9288782.0
30548,4442850.0
30549,5228162.0
30550,12515764.0
30551,5261095.5
30552,1895422.5
30553,6780351.0
30554,11361944.0
30555,6087223.5
30556,9213232.0
30557,7752770.5
30558,9000124.0
30559,6148353.0
30560,5738643.5
30561,6757786.5
30562,11342920.0
30563,4472002.5
30564,6874715.0
30565,6710025.0
30566,7393648.0
30567,2012466.875
30568,9619178.0
30569,9735430.0
30570,6665505.5
30571,7815718.5
30572,4861786.0
30573,6845526.5
30574,6046944.5
30575,7669941.0
30576,4613654.0
30577,4007327.25
30578,3304241.5
30579,6699814.0
30580,4338866.5
30581,5468229.5
30582,12857848.0
30583,6697882.0
30584,4415090.5
30585,2701587.75
30586,8663204.0
30587,5888286.5
30588,8365316.0
30589,7055590.0
30590,11413014.0
30591,5025398.0
30592,6159993.0
30593,8224698.5
30594,6113581.0
30595,6012117.0
30596,6631518.5
30597,6881160.5
30598,9584846.0
30599,10819786.0
30600,4669282.5
30601,5976123.0
30602,1712031.875
30603,12459184.0
30604,4563895.0
30605,6902989.5
30606,23447508.0
30607,6532336.0
30608,8524282.0
30609,5731255.5
30610,3118591.0
30611,5063909.0
30612,7096292.5
30613,8100984.5
30614,17004368.0
30615,7671490.0
30616,5393136.5
30617,9432558.0
30618,4908227.5
30619,4374050.5
30620,2774916.5
30621,8084613.0
30622,8096424.0
30623,5717359.5
30624,6552924.5
30625,7467045.5
30626,6103107.0
30627,7275944.5
30628,6800344.5
30629,5053761.0
30630,4719751.0
30631,5626911.5
30632,3916814.0
30633,6067955.5
30634,11198644.0
30635,9710102.0
30636,5266653.0
30637,9346524.0
30638,5764224.0
30639,7426429.0
30640,4249242.5
30641,8279774.0
30642,6543278.0
30643,7857240.0
30644,9584846.0
30645,6967528.5
30646,5168587.0
30647,4851895.0
