id,price_doc
30474,5698600.0
30475,8148347.0
30476,5840800.0
30477,5645225.5
30478,5064026.0
30479,8781626.0
30480,4221988.0
30481,3879508.0
30482,4831600.0
30483,4967497.5
30484,6497234.0
30485,5354774.5
30486,3902151.75
30487,4058900.0
30488,5874918.5
30489,5736808.0
30490,21403246.0
30491,15747900.0
30492,5708000.0
30493,13694300.0
30494,6989450.0
30495,11003600.0
30496,8651360.0
30497,8434752.0
30498,4721100.0
30499,6763600.0
30500,11844798.0
30501,7187200.0
30502,3164144.75
30503,6500000.0
30504,6200000.0
30505,11047158.0
30506,3247577.25
30507,4685564.5
30508,5171113.5
30509,8331700.0
30510,9219680.0
30511,6818200.0
30512,6500000.0
30513,4082029.75
30514,3919566.0
30515,9384014.0
30516,5658555.5
30517,10479102.0
30518,7950597.5
30519,4903100.0
30520,7228336.0
30521,5809800.0
30522,7313218.0
30523,6500000.0
30524,10714500.0
30525,11163500.0
30526,4881838.0
30527,4989751.0
30528,6695100.0
30529,6679400.0
30530,6721500.0
30531,14799100.0
30532,4593363.0
30533,11269200.0
30534,6625147.5
30535,9377540.0
30536,5323791.5
30537,11989400.0
30538,4915400.0
30539,9112662.0
30540,9439624.0
30541,7000000.0
30542,1934996.625
30543,5643500.0
30544,6615400.0
30545,9277100.0
30546,4009688.25
30547,9838062.0
30548,4435837.0
30549,5591415.5
30550,12526900.0
30551,5316438.5
30552,1954208.125
30553,7000000.0
30554,11280300.0
30555,6099514.5
30556,9756270.0
30557,8060900.0
30558,9330400.0
30559,6300000.0
30560,5676300.0
30561,7386700.0
30562,12242470.0
30563,4254527.0
30564,8194200.0
30565,6769200.0
30566,7051992.5
30567,1933789.0
30568,10114800.0
30569,10584500.0
30570,6824700.0
30571,7903896.0
30572,4910565.0
30573,6561495.0
30574,6000000.0
30575,7688200.0
30576,4813800.0
30577,4468600.0
30578,3279468.0
30579,7500000.0
30580,4604100.0
30581,5617200.0
30582,12986800.0
30583,6981316.0
30584,4713200.0
30585,2879530.25
30586,8884328.0
30587,5734767.5
30588,8192800.0
30589,7500000.0
30590,12737100.0
30591,5319100.0
30592,6864200.0
30593,8022471.5
30594,6235892.5
30595,6000000.0
30596,6004416.0
30597,6520262.0
30598,9558920.0
30599,8884000.0
30600,5187842.0
30601,6500000.0
30602,1945227.0
30603,12322628.0
30604,4781600.0
30605,6900046.5
30606,20337500.0
30607,6868500.0
30608,9371462.0
30609,5865845.5
30610,3106466.0
30611,5123977.0
30612,7630900.0
30613,8599724.0
30614,17505672.0
30615,7894100.0
30616,5444938.0
30617,9514000.0
30618,5133700.0
30619,4318572.0
30620,2651587.75
30621,8704200.0
30622,8579000.0
30623,6150500.0
30624,6525606.5
30625,7891466.5
30626,6300000.0
30627,7750800.0
30628,6559788.0
30629,5061900.0
30630,4457662.0
30631,5993676.0
30632,3918329.0
30633,6300000.0
30634,11685600.0
30635,9482544.0
30636,5500000.0
30637,9112186.0
30638,5814500.0
30639,8560800.0
30640,4372810.5
30641,8044868.0
30642,6500000.0
30643,8152900.0
30644,9597250.0
30645,7000000.0
30646,5500000.0
30647,4448565.5
30648,23925714.0
30649,2250915.0
30650,5111500.0
30651,3238358.0
30652,4710838.0
30653,7405999.5
30654,4336395.5
30655,13091904.0
30656,3596378.5
30657,6200000.0
30658,9496266.0
30659,4881139.0
30660,8721700.0
30661,6788825.5
30662,8579094.0
30663,17167000.0
30664,12148700.0
