id,price_doc
30474,5289504.0
30475,7817077.0
30476,5283728.0
30477,5541650.5
30478,4874496.0
30479,8848316.0
30480,4101452.75
30481,4180665.5
30482,4720737.0
30483,4548927.0
30484,6340444.5
30485,4791474.5
30486,3583798.75
30487,3326279.75
30488,5857108.0
30489,5991246.5
30490,22647836.0
30491,18858840.0
30492,5390150.5
30493,13025004.0
30494,6309159.0
30495,10552176.0
30496,8433832.0
30497,8434144.0
30498,4426098.0
30499,7538673.0
30500,10395020.0
30501,6736422.5
30502,2635190.75
30503,6239166.0
30504,5829033.5
30505,12221790.0
30506,2950405.5
30507,4492941.0
30508,5266701.0
30509,6957367.0
30510,8743402.0
30511,6377547.0
30512,6097200.0
30513,4084131.5
30514,3035563.5
30515,9350296.0
30516,5740324.5
30517,11119228.0
30518,7682623.5
30519,4327823.0
30520,6841615.5
30521,5476598.0
30522,7396790.0
30523,6437600.0
30524,10826006.0
30525,11299972.0
30526,4621782.0
30527,5049473.0
30528,6299633.0
30529,6360274.5
30530,5998799.5
30531,13848954.0
30532,4547918.0
30533,10483172.0
30534,6475838.5
30535,8999992.0
30536,5705047.0
30537,11506670.0
30538,4920002.0
30539,9614640.0
30540,9384432.0
30541,6140927.5
30542,1930536.0
30543,5657362.0
30544,6625101.5
30545,8297374.0
30546,3941879.5
30547,9239812.0
30548,4369319.0
30549,4853333.5
30550,11633670.0
30551,4802418.5
30552,1571798.875
30553,6307431.0
30554,10099674.0
30555,6009819.5
30556,8677876.0
30557,7090528.5
30558,8873292.0
30559,6530435.5
30560,5906801.0
30561,6468960.0
30562,12073610.0
30563,4978480.5
30564,6863112.5
30565,6557669.0
30566,6743771.5
30567,1660855.125
30568,9780720.0
30569,9041894.0
30570,6573491.5
30571,7199482.0
30572,4660337.0
30573,6181192.5
30574,5866867.0
30575,7186124.0
30576,4490854.5
30577,4128961.25
30578,3051982.25
30579,6739824.0
30580,4398867.5
30581,5371985.5
30582,12525160.0
30583,6535614.5
30584,4135295.5
30585,2465982.5
30586,8572052.0
30587,5726412.0
30588,7885896.0
30589,7313502.5
30590,12205062.0
30591,5328363.0
30592,6377917.5
30593,7460335.5
30594,7548179.5
30595,5349239.5
30596,6508806.0
30597,6181192.5
30598,9304984.0
30599,10244730.0
30600,5405127.5
30601,5575527.5
30602,1458957.125
30603,11985138.0
30604,4536439.0
30605,6307550.0
30606,21916496.0
30607,6790064.5
30608,8347394.5
30609,5996348.0
30610,2674933.5
30611,5310798.0
30612,7031016.0
30613,8397984.0
30614,15938230.0
30615,7182739.0
30616,5394121.0
30617,9015464.0
30618,4928483.5
30619,4363147.0
30620,2364867.25
30621,8740342.0
30622,7200574.5
30623,6129109.5
30624,6348640.5
30625,7910341.5
30626,6104315.0
30627,7169923.0
30628,6111462.0
30629,5097778.0
30630,4861954.0
30631,5780019.0
30632,4066163.75
30633,5829529.5
30634,11081126.0
30635,9254748.0
30636,5207727.5
30637,9128082.0
30638,5871664.0
30639,7158671.0
30640,4376077.0
30641,8081303.5
30642,6210517.0
30643,7542643.5
30644,9304984.0
30645,7156799.0
30646,4988311.0
30647,4475117.0
30648,21132888.0
30649,1968761.875
30650,4874507.5
30651,3042941.0
30652,4102637.0
30653,7235765.0
30654,4330047.0
30655,12141356.0
30656,3914703.25
30657,6205586.5
30658,9682888.0
30659,4440922.0
30660,8224680.0
30661,6470085.5
30662,7773634.5
30663,17535060.0
30664,11444596.0
30665,5955356.0
30666,2243006.5
30667,4115685.25
30668,8203485.0
30669,5161685.5
30670,2464218.5
30671,6870473.0
30672,14958806.0
30673,9965738.0
30674,10428818.0
30675,1710887.125
30676,6625972.5
30677,4122450.5
30678,19046164.0
30679,5849599.0
30680,4954017.0
30681,2332009.25
30682,8584318.0
30683,9222602.0
30684,4696449.5
30685,7294244.0
30686,9108062.0
30687,4801317.0
30688,4307635.5
30689,14478882.0
30690,22539742.0
